Autauga,Alabama,1945909
Baldwin,Alabama,9435720
Barbour,Alabama,715994
Bibb,Alabama,466543
Blount,Alabama,987208
Bullock,Alabama,267926
Butler,Alabama,660757
Calhoun,Alabama,4764871
Chambers,Alabama,903782
Cherokee,Alabama,599214
Chilton,Alabama,1215493
Choctaw,Alabama,618810
Clarke,Alabama,850844
Clay,Alabama,386382
Cleburne,Alabama,327927
Coffee,Alabama,1709663
Colbert,Alabama,2802771
Conecuh,Alabama,383453
Coosa,Alabama,181781
Covington,Alabama,1234498
Crenshaw,Alabama,450012
Cullman,Alabama,3089606
Dale,Alabama,3035393
Dallas,Alabama,1344905
DeKalb,Alabama,2207302
Elmore,Alabama,2161855
Escambia,Alabama,1279587
Etowah,Alabama,3002919
Fayette,Alabama,356603
Franklin,Alabama,985317
Geneva,Alabama,578990
Greene,Alabama,216280
Hale,Alabama,272820
Henry,Alabama,485965
Houston,Alabama,5971112
Jackson,Alabama,1596941
Jefferson,Alabama,49903057
Lamar,Alabama,330918
Lauderdale,Alabama,2922201
Lawrence,Alabama,627737
Lee,Alabama,6987631
Limestone,Alabama,5181859
Lowndes,Alabama,422687
Macon,Alabama,563676
Madison,Alabama,30905624
Marengo,Alabama,822370
Marion,Alabama,976241
Marshall,Alabama,3873554
Mobile,Alabama,23187207
Monroe,Alabama,611516
Montgomery,Alabama,15024566
Morgan,Alabama,6409604
Perry,Alabama,204764
Pickens,Alabama,414576
Pike,Alabama,1613119
Randolph,Alabama,494719
Russell,Alabama,1697224
St. Clair,Alabama,2113414
Shelby,Alabama,13047437
Sumter,Alabama,332733
Talladega,Alabama,3201599
Tallapoosa,Alabama,1422123
Tuscaloosa,Alabama,10745352
Walker,Alabama,1809493
Washington,Alabama,985765
Wilcox,Alabama,366399
Winston,Alabama,787107
Aleutians East Borough,Alaska,291546
Aleutians West Census Area,Alaska,740425
Anchorage Municipality,Alaska,24036883
Bethel Census Area,Alaska,687011
Bristol Bay Borough,Alaska,148036
Chugach Census Area,Alaska,1341672
Copper River Census Area,Alaska,134453
Denali Borough,Alaska,283364
Dillingham Census Area,Alaska,258398
Fairbanks North Star Borough,Alaska,5595570
Haines Borough,Alaska,102682
Hoonah-Angoon Census Area,Alaska,108503
Juneau City and Borough,Alaska,2387533
Kenai Peninsula Borough,Alaska,2679059
Ketchikan Gateway Borough,Alaska,879702
Kodiak Island Borough,Alaska,819757
Kusilvak Census Area,Alaska,149800
Lake and Peninsula Borough,Alaska,90101
Matanuska-Susitna Borough,Alaska,3225633
Nome Census Area,Alaska,460730
North Slope Borough,Alaska,7085304
Northwest Arctic Borough,Alaska,577646
Petersburg Borough,Alaska,170706
Prince of Wales-Hyder Census Area,Alaska,243033
Sitka City and Borough,Alaska,545349
Skagway Municipality,Alaska,80430
Southeast Fairbanks Census Area,Alaska,655659
Wrangell City and Borough,Alaska,94748
Yakutat City and Borough,Alaska,36830
Yukon-Koyukuk Census Area,Alaska,293143
Apache,Arizona,2209495
Cochise,Arizona,4969525
Coconino,Arizona,8001256
Gila,Arizona,1761201
Graham,Arizona,1249375
Greenlee,Arizona,1468908
La Paz,Arizona,678607
Maricopa,Arizona,311303699
Mohave,Arizona,6877318
Navajo,Arizona,2934657
Pima,Arizona,50781363
Pinal,Arizona,11485897
Santa Cruz,Arizona,2047319
Yavapai,Arizona,8387833
Yuma,Arizona,8435182
Arkansas,Arkansas,1100682
Ashley,Arkansas,909412
Baxter,Arkansas,1697626
Benton,Arkansas,19712755
Boone,Arkansas,1504210
Bradley,Arkansas,329636
Calhoun,Arkansas,330897
Carroll,Arkansas,869730
Chicot,Arkansas,274888
Clark,Arkansas,799464
Clay,Arkansas,366765
Cleburne,Arkansas,653112
Cleveland,Arkansas,142124
Columbia,Arkansas,1052780
Conway,Arkansas,734272
Craighead,Arkansas,5482402
Crawford,Arkansas,1680451
Crittenden,Arkansas,1757118
Cross,Arkansas,501210
Dallas,Arkansas,239044
Desha,Arkansas,559766
Drew,Arkansas,615578
Faulkner,Arkansas,4414444
Franklin,Arkansas,455031
Fulton,Arkansas,190114
Garland,Arkansas,3654803
Grant,Arkansas,457951
Greene,Arkansas,1772854
Hempstead,Arkansas,960918
Hot Spring,Arkansas,1203369
Howard,Arkansas,577760
Independence,Arkansas,1982731
Izard,Arkansas,294660
Jackson,Arkansas,894893
Jefferson,Arkansas,2846850
Johnson,Arkansas,705961
Lafayette,Arkansas,136853
Lawrence,Arkansas,443928
Lee,Arkansas,168935
Lincoln,Arkansas,257522
Little River,Arkansas,486746
Logan,Arkansas,463017
Lonoke,Arkansas,1538404
Madison,Arkansas,434964
Marion,Arkansas,637470
Miller,Arkansas,1270017
Mississippi,Arkansas,3823662
Monroe,Arkansas,213802
Montgomery,Arkansas,149922
Nevada,Arkansas,213374
Newton,Arkansas,98352
Ouachita,Arkansas,669597
Perry,Arkansas,186884
Phillips,Arkansas,536336
Pike,Arkansas,274986
Poinsett,Arkansas,688099
Polk,Arkansas,571735
Pope,Arkansas,3165510
Prairie,Arkansas,225501
Pulaski,Arkansas,31618885
Randolph,Arkansas,528533
St. Francis,Arkansas,721537
Saline,Arkansas,3072144
Scott,Arkansas,333594
Searcy,Arkansas,190332
Sebastian,Arkansas,7271760
Sevier,Arkansas,500883
Sharp,Arkansas,392973
Stone,Arkansas,270620
Union,Arkansas,2760334
Van Buren,Arkansas,378018
Washington,Arkansas,13240214
White,Arkansas,2411281
Woodruff,Arkansas,314387
Yell,Arkansas,607756
Alameda,California,150532046
Alpine,California,105610
Amador,California,1659330
Butte,California,9278380
Calaveras,California,1472506
Colusa,California,1609218
Contra Costa,California,78357593
Del Norte,California,844062
El Dorado,California,8833331
Fresno,California,47612742
Glenn,California,1031970
Humboldt,California,5872356
Imperial,California,10467574
Inyo,California,1141849
Kern,California,46941848
Kings,California,7041297
Lake,California,1954710
Lassen,California,1142546
Los Angeles,California,801967353
Madera,California,6226914
Marin,California,30661017
Mariposa,California,786148
Mendocino,California,3667396
Merced,California,9548937
Modoc,California,554727
Mono,California,1178510
Monterey,California,28980213
Napa,California,11412110
Nevada,California,4747160
Orange,California,273063592
Placer,California,27022666
Plumas,California,1035904
Riverside,California,98880553
Sacramento,California,102387018
San Benito,California,2273410
San Bernardino,California,102307449
San Diego,California,261671687
San Francisco,California,237017759
San Joaquin,California,33097405
San Luis Obispo,California,18023027
San Mateo,California,186334708
Santa Barbara,California,31996811
Santa Clara,California,390234709
Santa Cruz,California,16488399
Shasta,California,8742908
Sierra,California,98012
Siskiyou,California,1849450
Solano,California,29643413
Sonoma,California,31011472
Stanislaus,California,24067824
Sutter,California,3915978
Tehama,California,2135028
Trinity,California,402737
Tulare,California,18824792
Tuolumne,California,2610180
Ventura,California,53629861
Yolo,California,15555485
Yuba,California,3373337
Adams,Colorado,32332614
Alamosa,Colorado,686499
Arapahoe,Colorado,54078395
Archuleta,Colorado,568591
Baca,Colorado,211301
Bent,Colorado,140142
Boulder,Colorado,32931483
Broomfield,Colorado,10207031
Chaffee,Colorado,944387
Cheyenne,Colorado,326760
Clear Creek,Colorado,528527
Conejos,Colorado,187945
Costilla,Colorado,84139
Crowley,Colorado,116733
Custer,Colorado,164619
Delta,Colorado,911356
Denver,Colorado,98955752
Dolores,Colorado,93166
Douglas,Colorado,24304453
Eagle,Colorado,5071876
Elbert,Colorado,746846
El Paso,Colorado,42588082
Fremont,Colorado,1557426
Garfield,Colorado,3837815
Gilpin,Colorado,724691
Grand,Colorado,1112678
Gunnison,Colorado,1225711
Hinsdale,Colorado,45502
Huerfano,Colorado,264032
Jackson,Colorado,131582
Jefferson,Colorado,36744206
Kiowa,Colorado,97689
Kit Carson,Colorado,551067
Lake,Colorado,330640
La Plata,Colorado,3211843
Larimer,Colorado,22016467
Las Animas,Colorado,504599
Lincoln,Colorado,422369
Logan,Colorado,1104295
Mesa,Colorado,7367394
Mineral,Colorado,68945
Moffat,Colorado,1003615
Montezuma,Colorado,1229344
Montrose,Colorado,1810292
Morgan,Colorado,1561979
Otero,Colorado,550575
Ouray,Colorado,254150
Park,Colorado,466860
Phillips,Colorado,258754
Pitkin,Colorado,2823427
Prowers,Colorado,534509
Pueblo,Colorado,6881755
Rio Blanco,Colorado,607902
Rio Grande,Colorado,435258
Routt,Colorado,2282963
Saguache,Colorado,172959
San Juan,Colorado,43441
San Miguel,Colorado,846960
Sedgwick,Colorado,90667
Summit,Colorado,3147916
Teller,Colorado,1030558
Washington,Colorado,186811
Weld,Colorado,22705689
Yuma,Colorado,462878
Fairfield,Connecticut,96598373
Hartford,Connecticut,87029233
Litchfield,Connecticut,9068950
Middlesex,Connecticut,10313590
New Haven,Connecticut,53369766
New London,Connecticut,19691503
Tolland,Connecticut,5417077
Windham,Connecticut,5121576
Kent,Delaware,8417117
New Castle,Delaware,54376189
Sussex,Delaware,15224189
District of Columbia,District of Columbia,146024260
Alachua,Florida,16176855
Baker,Florida,774660
Bay,Florida,10140163
Bradford,Florida,688898
Brevard,Florida,32780628
Broward,Florida,132361553
Calhoun,Florida,341706
Charlotte,Florida,6931496
Citrus,Florida,5072824
Clay,Florida,6677254
Collier,Florida,25133932
Columbia,Florida,2604298
DeSoto,Florida,1079903
Dixie,Florida,307380
Duval,Florida,79935863
Escambia,Florida,18157767
Flagler,Florida,3965282
Franklin,Florida,376936
Gadsden,Florida,1330410
Gilchrist,Florida,421677
Glades,Florida,337752
Gulf,Florida,492965
Hamilton,Florida,588042
Hardee,Florida,1156610
Hendry,Florida,1399197
Hernando,Florida,5319978
Highlands,Florida,2851212
Hillsborough,Florida,115772943
Holmes,Florida,431262
Indian River,Florida,7908751
Jackson,Florida,1406915
Jefferson,Florida,305245
Lafayette,Florida,210912
Lake,Florida,12548919
Lee,Florida,40416750
Leon,Florida,17611188
Levy,Florida,1124365
Liberty,Florida,370019
Madison,Florida,532368
Manatee,Florida,19186221
Marion,Florida,12616744
Martin,Florida,9481295
Miami-Dade,Florida,192808376
Monroe,Florida,6070417
Nassau,Florida,3797201
Okaloosa,Florida,14531174
Okeechobee,Florida,2123213
Orange,Florida,121343736
Osceola,Florida,14415205
Palm Beach,Florida,106719346
Pasco,Florida,17659216
Pinellas,Florida,60134522
Polk,Florida,32161734
Putnam,Florida,2565984
St. Johns,Florida,13515965
St. Lucie,Florida,12048037
Santa Rosa,Florida,5826688
Sarasota,Florida,26223346
Seminole,Florida,26998021
Sumter,Florida,5621636
Suwannee,Florida,1542844
Taylor,Florida,739282
Union,Florida,394035
Volusia,Florida,21986706
Wakulla,Florida,872371
Walton,Florida,4720447
Washington,Florida,701303
Appling,Georgia,1778298
Atkinson,Georgia,258743
Bacon,Georgia,391856
Baker,Georgia,60450
Baldwin,Georgia,1471197
Banks,Georgia,474502
Barrow,Georgia,2772259
Bartow,Georgia,5874786
Ben Hill,Georgia,611986
Berrien,Georgia,451070
Bibb,Georgia,8561447
Bleckley,Georgia,252909
Brantley,Georgia,297685
Brooks,Georgia,479844
Bryan,Georgia,1386502
Bulloch,Georgia,2740304
Burke,Georgia,2749854
Butts,Georgia,764005
Calhoun,Georgia,112194
Camden,Georgia,2035803
Candler,Georgia,297197
Carroll,Georgia,6746661
Catoosa,Georgia,1797606
Charlton,Georgia,209963
Chatham,Georgia,21999121
Chattahoochee,Georgia,1610723
Chattooga,Georgia,544860
Cherokee,Georgia,9564427
Clarke,Georgia,8249884
Clay,Georgia,87006
Clayton,Georgia,20759302
Clinch,Georgia,220585
Cobb,Georgia,63747621
Coffee,Georgia,1701780
Colquitt,Georgia,1560788
Columbia,Georgia,4681187
Cook,Georgia,403853
Coweta,Georgia,5790634
Crawford,Georgia,156674
Crisp,Georgia,1006841
Dade,Georgia,484238
Dawson,Georgia,1039479
Decatur,Georgia,1049463
DeKalb,Georgia,46351529
Dodge,Georgia,412479
Dooly,Georgia,341400
Dougherty,Georgia,4820604
Douglas,Georgia,5695324
Early,Georgia,496004
Echols,Georgia,41798
Effingham,Georgia,2344775
Elbert,Georgia,669673
Emanuel,Georgia,700790
Evans,Georgia,397455
Fannin,Georgia,924354
Fayette,Georgia,6109018
Floyd,Georgia,4378964
Forsyth,Georgia,11932381
Franklin,Georgia,972751
Fulton,Georgia,198475810
Gilmer,Georgia,1019444
Glascock,Georgia,31419
Glynn,Georgia,4529947
Gordon,Georgia,2463741
Grady,Georgia,619298
Greene,Georgia,907410
Gwinnett,Georgia,54664984
Habersham,Georgia,1490884
Hall,Georgia,13196711
Hancock,Georgia,152102
Haralson,Georgia,1031307
Harris,Georgia,641714
Hart,Georgia,903030
Heard,Georgia,1395088
Henry,Georgia,8316003
Houston,Georgia,7582120
Irwin,Georgia,214978
Jackson,Georgia,4436998
Jasper,Georgia,301042
Jeff Davis,Georgia,481741
Jefferson,Georgia,521917
Jenkins,Georgia,152664
Johnson,Georgia,120156
Jones,Georgia,436903
Lamar,Georgia,474582
Lanier,Georgia,137073
Laurens,Georgia,1967870
Lee,Georgia,811944
Liberty,Georgia,3910016
Lincoln,Georgia,135859
Long,Georgia,214188
Lowndes,Georgia,5331454
Lumpkin,Georgia,970374
McDuffie,Georgia,705983
McIntosh,Georgia,221120
Macon,Georgia,404368
Madison,Georgia,606226
Marion,Georgia,109737
Meriwether,Georgia,649474
Miller,Georgia,199147
Mitchell,Georgia,728036
Monroe,Georgia,1340806
Montgomery,Georgia,146407
Morgan,Georgia,1045856
Murray,Georgia,1496145
Muscogee,Georgia,10668407
Newton,Georgia,3185497
Oconee,Georgia,1824213
Oglethorpe,Georgia,328870
Paulding,Georgia,3626648
Peach,Georgia,968450
Pickens,Georgia,1108981
Pierce,Georgia,479419
Pike,Georgia,369342
Polk,Georgia,1357462
Pulaski,Georgia,267523
Putnam,Georgia,615927
Quitman,Georgia,31965
Rabun,Georgia,605814
Randolph,Georgia,182321
Richmond,Georgia,13146409
Rockdale,Georgia,4306313
Schley,Georgia,114050
Screven,Georgia,301279
Seminole,Georgia,297046
Spalding,Georgia,2280849
Stephens,Georgia,962013
Stewart,Georgia,164767
Sumter,Georgia,971974
Talbot,Georgia,145609
Taliaferro,Georgia,29027
Tattnall,Georgia,593515
Taylor,Georgia,222954
Telfair,Georgia,268469
Terrell,Georgia,237098
Thomas,Georgia,2355768
Tift,Georgia,2053957
Toombs,Georgia,1029663
Towns,Georgia,416649
Treutlen,Georgia,103731
Troup,Georgia,3900318
Turner,Georgia,206281
Twiggs,Georgia,229967
Union,Georgia,893996
Upson,Georgia,687668
Walker,Georgia,1645262
Walton,Georgia,3039385
Ware,Georgia,1383699
Warren,Georgia,166457
Washington,Georgia,637803
Wayne,Georgia,1816523
Webster,Georgia,66432
Wheeler,Georgia,114918
White,Georgia,920697
Whitfield,Georgia,5966879
Wilcox,Georgia,146004
Wilkes,Georgia,341281
Wilkinson,Georgia,529402
Worth,Georgia,308979
Hawaii,Hawaii,8774703
Honolulu,Hawaii,65999825
Kauai,Hawaii,4122688
Maui + Kalawao,Hawaii,9714929
Ada,Idaho,35113870
Adams,Idaho,138816
Bannock,Idaho,3223311
Bear Lake,Idaho,207235
Benewah,Idaho,377449
Bingham,Idaho,1633289
Blaine,Idaho,1891730
Boise,Idaho,177455
Bonner,Idaho,1889687
Bonneville,Idaho,6993646
Boundary,Idaho,425087
Butte,Idaho,1505828
Camas,Idaho,83058
Canyon,Idaho,8412247
Caribou,Idaho,764245
Cassia,Idaho,1624533
Clark,Idaho,39081
Clearwater,Idaho,376711
Custer,Idaho,190361
Elmore,Idaho,1402089
Franklin,Idaho,470685
Fremont,Idaho,436888
Gem,Idaho,484206
Gooding,Idaho,1161920
Idaho,Idaho,467030
Jefferson,Idaho,968754
Jerome,Idaho,1333618
Kootenai,Idaho,8343499
Latah,Idaho,1626765
Lemhi,Idaho,301863
Lewis,Idaho,166964
Lincoln,Idaho,259109
Madison,Idaho,1550948
Minidoka,Idaho,929267
Nez Perce,Idaho,2293576
Oneida,Idaho,158549
Owyhee,Idaho,445220
Payette,Idaho,891106
Power,Idaho,433698
Shoshone,Idaho,690255
Teton,Idaho,491722
Twin Falls,Idaho,4492281
Valley,Idaho,592687
Washington,Idaho,504932
Adams,Illinois,3564837
Alexander,Illinois,134411
Bond,Illinois,598697
Boone,Illinois,1677996
Brown,Illinois,432196
Bureau,Illinois,1210687
Calhoun,Illinois,92688
Carroll,Illinois,564549
Cass,Illinois,694219
Champaign,Illinois,12077598
Christian,Illinois,1464861
Clark,Illinois,520657
Clay,Illinois,594368
Clinton,Illinois,1150093
Coles,Illinois,2644677
Cook,Illinois,427566643
Crawford,Illinois,1083100
Cumberland,Illinois,987505
DeKalb,Illinois,4177414
De Witt,Illinois,1253741
Douglas,Illinois,1121123
DuPage,Illinois,100921668
Edgar,Illinois,848907
Edwards,Illinois,279408
Effingham,Illinois,2198016
Fayette,Illinois,578070
Ford,Illinois,828588
Franklin,Illinois,969829
Fulton,Illinois,859833
Gallatin,Illinois,151124
Greene,Illinois,320177
Grundy,Illinois,4536653
Hamilton,Illinois,307036
Hancock,Illinois,596329
Hardin,Illinois,100553
Henderson,Illinois,179187
Henry,Illinois,1560040
Iroquois,Illinois,1029374
Jackson,Illinois,2616146
Jasper,Illinois,471934
Jefferson,Illinois,1754054
Jersey,Illinois,522212
Jo Daviess,Illinois,825237
Johnson,Illinois,220784
Kane,Illinois,28130759
Kankakee,Illinois,7040527
Kendall,Illinois,3917362
Knox,Illinois,1736146
Lake,Illinois,65112727
LaSalle,Illinois,5896416
Lawrence,Illinois,487412
Lee,Illinois,1590627
Livingston,Illinois,2185909
Logan,Illinois,1057858
McDonough,Illinois,1110554
McHenry,Illinois,11819877
McLean,Illinois,12363558
Macon,Illinois,7017642
Macoupin,Illinois,1148865
Madison,Illinois,11236150
Marion,Illinois,1331300
Marshall,Illinois,461233
Mason,Illinois,450786
Massac,Illinois,371182
Menard,Illinois,263932
Mercer,Illinois,424760
Monroe,Illinois,1037120
Montgomery,Illinois,1201183
Morgan,Illinois,1499477
Moultrie,Illinois,806577
Ogle,Illinois,2984539
Peoria,Illinois,13248830
Perry,Illinois,628861
Piatt,Illinois,519338
Pike,Illinois,548769
Pope,Illinois,59996
Pulaski,Illinois,151032
Putnam,Illinois,306599
Randolph,Illinois,1522952
Richland,Illinois,558612
Rock Island,Illinois,10037364
St. Clair,Illinois,12481020
Saline,Illinois,810808
Sangamon,Illinois,11807838
Schuyler,Illinois,226300
Scott,Illinois,151463
Shelby,Illinois,825949
Stark,Illinois,255768
Stephenson,Illinois,1800491
Tazewell,Illinois,5918091
Union,Illinois,395665
Vermilion,Illinois,3262640
Wabash,Illinois,329762
Warren,Illinois,854586
Washington,Illinois,1040903
Wayne,Illinois,455309
White,Illinois,506545
Whiteside,Illinois,2146857
Will,Illinois,37664561
Williamson,Illinois,3072167
Winnebago,Illinois,14026051
Woodford,Illinois,1248514
Adams,Indiana,1780675
Allen,Indiana,22655060
Bartholomew,Indiana,6847408
Benton,Indiana,486006
Blackford,Indiana,333249
Boone,Indiana,4384492
Brown,Indiana,315494
Carroll,Indiana,690943
Cass,Indiana,1485297
Clark,Indiana,5930137
Clay,Indiana,887000
Clinton,Indiana,1538816
Crawford,Indiana,194233
Daviess,Indiana,1524689
Dearborn,Indiana,1840758
Decatur,Indiana,1639380
DeKalb,Indiana,2813045
Delaware,Indiana,4336147
Dubois,Indiana,2714027
Elkhart,Indiana,18282076
Fayette,Indiana,561277
Floyd,Indiana,3153211
Fountain,Indiana,576236
Franklin,Indiana,562803
Fulton,Indiana,716930
Gibson,Indiana,3773866
Grant,Indiana,2526146
Greene,Indiana,663129
Hamilton,Indiana,23231110
Hancock,Indiana,3761571
Harrison,Indiana,1239291
Hendricks,Indiana,7751155
Henry,Indiana,1536053
Howard,Indiana,4968417
Huntington,Indiana,1582554
Jackson,Indiana,2882407
Jasper,Indiana,1438667
Jay,Indiana,1052466
Jefferson,Indiana,1713315
Jennings,Indiana,749300
Johnson,Indiana,6157867
Knox,Indiana,1903915
Kosciusko,Indiana,6390847
Lagrange,Indiana,1938105
Lake,Indiana,24165578
LaPorte,Indiana,4396220
Lawrence,Indiana,1488721
Madison,Indiana,4131600
Marion,Indiana,106819869
Marshall,Indiana,1726578
Martin,Indiana,1185807
Miami,Indiana,936012
Monroe,Indiana,7295054
Montgomery,Indiana,1882560
Morgan,Indiana,1989762
Newton,Indiana,354299
Noble,Indiana,2045852
Ohio,Indiana,113603
Orange,Indiana,675715
Owen,Indiana,612523
Parke,Indiana,412240
Perry,Indiana,930525
Pike,Indiana,531808
Porter,Indiana,8223354
Posey,Indiana,4598651
Pulaski,Indiana,709451
Putnam,Indiana,1107496
Randolph,Indiana,928348
Ripley,Indiana,1078202
Rush,Indiana,663526
St. Joseph,Indiana,14975120
Scott,Indiana,717434
Shelby,Indiana,2174492
Spencer,Indiana,912024
Starke,Indiana,561117
Steuben,Indiana,1511050
Sullivan,Indiana,968271
Switzerland,Indiana,244489
Tippecanoe,Indiana,10924881
Tipton,Indiana,657663
Union,Indiana,147699
Vanderburgh,Indiana,11755123
Vermillion,Indiana,935783
Vigo,Indiana,5006205
Wabash,Indiana,1311465
Warren,Indiana,283351
Warrick,Indiana,2690518
Washington,Indiana,718095
Wayne,Indiana,2969521
Wells,Indiana,1199283
White,Indiana,1143932
Whitley,Indiana,2050396
Adair,Iowa,500394
Adams,Iowa,215688
Allamakee,Iowa,533600
